Equipped Gear Piece,,,,,,,,,,,,,,,,Modifier Bonuses,,,,,,,,,,,,,,,,,
No.,Slot,Gear Item,Talent,Category,,NinjaBike Backpack,,,,,,,,,,,,Conditional Formatting,OK,,,,,,,,,,,,,,
,,,,,,,,,1,Weapon Class,Primary Weapon,Secondary Weapon,Sidearm,Filter,,,,,,,,,,,,,,,,,,,
Normal Weapon DMG Bonus and Specialization Weapon Type DMG Bonus,,,,,,,,,2,AR Damage,15%,0%,0%,15%,,,,,,,,,,,,,,,,,,,
No.,Attribute Type,Primary Weapon,Secondary Weapon,Sidearm,,,,,3,LMG Damage,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,
1,Normal Weapon DMG,15.0%,15.0%,15.0%,,,,,4,Shotgun Damage,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,
2,Weapon Type DMG,15%,15%,15%,,,,,5,SMG Damage,0%,15%,0%,0%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6,Rifle Damage,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,
Expertise Upgrade Bonus,,,,,,,,,7,MMR Damage,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,
No.,Attribute Type,Primary Weapon,Secondary Weapon,Sidearm,,,,,8,Pistol Damage,0%,0%,15%,0%,,,,,,,,,,,,,,,,,,,
1,Weapon DMG Bonus,13%,13%,13%,,,,,9,Amplified Damage,100%,100%,100%,100%,,,,,,,,,,,,,,,,,,,
2,Skill DMG Bonus,13%,13%,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Bonus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No.,Attribute Type,Primary Weapon,Secondary Weapon,Sidearm,Primary Weapon,Secondary Weapon,Sidearm,,,For Display,,Format,,,,,,,,,,,,,,,,,,,,,
1,Weapon Damage,103.0%,145.0%,103.0%,58.0%,58.0%,58.0%,,,Weapon Damage,90405,"90,405",,,,,,,,,,,,,,,,,,,,,
2,Armor,"1,020,000","1,020,000","1,020,000",,,,,,Critical Hit Chance,0.4,40.0%,,,,,,,,,,,,,,,,,,,,,
3,Skill Tier,0,0,0,,,,,,Critical Hit Damage,1.39,139.0%,,,,,,,,,,,,,,,,,,,,,
4,Critical Hit Chance,40%,76%,40%,,,,,,Headshot Damage,2.65,265.0%,,,,,,,,,,,,,,,,,,,,,
5,Critical Hit Damage,139%,129%,129%,,,,,,Armor Damage,0,0%,,,,,,,,,,,,,,,,,,,,,
6,Headshot Damage,0%,0%,0%,265.0%,70.0%,120.0%,,,Health Damage,0.21,21.0%,,,,,,,,,,,,,,,,,,,,,
7,Health Damage,0%,0%,0%,21.0%,0.0%,0.0%,,,DMG Out of Cover,0,0%,,,,,,,,,,,,,,,,,,,,,
8,Damage to Armor,0%,0%,0%,0.0%,0.0%,0.0%,,,Optimal Range,40,40m,,,,,,,,,,,,,,,,,,,,,
9,DMG Out of Cover,0%,10%,10%,0.0%,10.0%,10.0%,,,Reload Time,1.66,1.7s,,,,,,,,,,,,,,,,,,,,,
10,Amplified Weapon Damage,148%,148%,148%,,,,,,Reload Speed,0.3,30.0%,,,,,,,,,,,,,,,,,,,,,
11,Total Weapon Damage,100%,100%,100%,,,,,,Accuracy,0.3,30.0%,,,,,,,,,,,,,,,,,,,,,
12,Amplified Damage,100%,100%,100%,,,,,,Stability,0.3,30.0%,,,,,,,,,,,,,,,,,,,,,
13,Accuracy,30%,10%,10%,,,,,,Swap Speed,0,0%,,,,,,,,,,,,,,,,,,,,,
14,Stability,30%,10%,10.0%,,,,,,Weapon Handling,0,0%,,,,,,,,,,,,,,,,,,,,,
15,Reload Speed,30%,10%,10.0%,,,,,,All Weapon Damage,28.0%,28.0%,,,,,,,,,,,,,,,,,,,,,
16,Weapon Handling,0%,0%,0%,,,,,,MMR Damage,0%,0%,,,,,,,,,,,,,,,,,,,,,
17,Ammo Capacity,20%,20%,20%,,,,,,Rifle Damage,0%,0%,,,,,,,,,,,,,,,,,,,,,
18,Magazine Size %,0.0%,0.0%,0.0%,,,,,,AR Damage,30%,30.0%,,,,,,,,,,,,,,,,,,,,,
19,Rate of Fire,0%,0%,0%,,,,,,LMG Damage,0%,0%,,,,,,,,,,,,,,,,,,,,,
20,Skill Haste,10%,10%,10%,,,,,,SMG Damage,15%,15.0%,,,,,,,,,,,,,,,,,,,,,
21,Skill Damage,10%,10%,10%,,,,,,Signature Weapon,40.0%,40%,,,,,,,,,,,,,,,,,,,,,
22,Repair Skills,10%,10%,10%,,,,,,Shotgun Damage,0%,0%,,,,,,,,,,,,,,,,,,,,,
23,Total Skill Repair,0%,0%,0%,,,,,,Pistol Damage,15%,15.0%,,,,,,,,,,,,,,,,,,,,,
24,Skill Duration,20%,20%,20%,,,,,,Melee Damage,0,0%,,,,,,,,,,,,,,,,,,,,,
25,Status Effects,10%,10%,10%,,,,,,Rate of Fire Bonus,0,0%,,,,,,,,,,,,,,,,,,,,,
26,Skill Health,0%,0%,0%,,,,,,Ammo Capacity,0.2,20%,,,,,,,,,,,,,,,,,,,,,
27,Skill Efficiency,0%,0%,0%,,,,,,Skill Tiers,0,0,,,,,,,,,,,,,,,,,,,,,
28,% Damage [Skill Tier],1.3%,1.3%,1.3%,,,,,,Skill Efficiency,0,0%,,,,,,,,,,,,,,,,,,,,,
29,Amplified Skill Damage,100%,100%,100%,,,,,,Skill Damage,0.1,10.0%,,,,,,,,,,,,,,,,,,,,,
30,Total Skill Damage,100%,100%,100%,,,,,,Status Effects,0.1,10.0%,,,,,,,,,,,,,,,,,,,,,
31,Explosives Damage,0%,0%,0%,,,,,,Skill Haste,0.1,10.0%,,,,,,,,,,,,,,,,,,,,,
32,Shield Health,0%,0%,0%,,,,,,Repair Skills,0.1,10.0%,,,,,,,,,,,,,,,,,,,,,
33,Health %,10%,10%,10%,,,,,,Skill Duration,0.2,20.0%,,,,,,,,,,,,,,,,,,,,,
34,Max Health,"363,000","363,000","363,000",,,,,,Skill Health,0,0%,,,,,,,,,,,,,,,,,,,,,
35,Hazard Protection,10%,10%,10%,,,,,,Explosive Damage,0,0%,,,,,,,,,,,,,,,,,,,,,
36,Total Armor,20%,20%,20%,,,,,,Shield Health,0,0%,,,,,,,,,,,,,,,,,,,,,
37,Explosive Resistance,10%,10%,10%,,,,,,Scanner Pulse Haste,0%,0%,,,,,,,,,,,,,,,,,,,,,
38,Incoming Repairs,20%,20%,20%,,,,,,Hive Skill Haste,0,0%,,,,,,,,,,,,,,,,,,,,,
39,Armor Regen %,3%,3%,3%,,,,,,Vile Tick Damage,---,---,,,,,,,,,,,,,,,,,,,,,
40,Armor Regen HP,"9,850","9,850","9,850",,,,,,Dynasty Burn Damage,---,---,,,,,,,,,,,,,,,,,,,,,
41,Armor on Kill,0%,0%,0%,,,,,,Pestilence Debuff,---,---,0,0,FALSE,FALSE,,,,,,,,,,,,,,,,,
42,Armor on Kill (Value),0,0,0,,,,,,Regulus Explosion DMG,---,---,,,,,,,,,,,,,,,,,,,,,
43,Health on Kill,"108,900","108,900","108,900",,,,,,Ravenous Explosion DMG,---,---,,,,,,,,,,,,,,,,,,,,,
44,Disrupt Resistance,10%,10%,10%,,,,,,Merciless Explosion DMG,---,---,,,,,,,,,,,,,,,,,,,,,
45,Pulse Resistance,50%,50%,50%,,,,,,Outgoing Healing (x),0%,0%,,,,,,,,,,,,,,,,,,,,,
46,Protection from Elites,0%,0%,0%,,,,,,Burn Duration (+),20%,20%,,,,,,,,,,,,,,,,,,,,,
47,Incoming Repairs,20%,20%,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Burn Resistance,10%,10%,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Bleed Resistance,10%,10%,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Ensnare Resistance,10%,10%,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Disorient Resistance,10%,10%,10%,,,,,,Status Effects from Skills,,,,,,,,,,,,,,,,,,,,,,,
52,Blind/Deaf Resistance,10%,10%,10%,,,,,,Decoy,,,,,,,,,,,,,,,,,,,,,,,
53,Shock Resistance,10%,10%,10%,,,,,,Precision Smart Cover,#N/A,,,,,,,,,,,,,,,,,,,,,,
54,Melee Damage,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Magazine Size (Value),0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Optimal Range,0%,0%,0%,40,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Swap Speed,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No.,Stats,Primary Weapon,Secondary Weapon,Sidearm,,Firepower (Headshot),,,,,Stats with Conditional Talents' Stats Added Explicitly,,,,,,,,,,,,,,,,,,,,,,
1,Base Damage,"57,218","46,735","91,692",,FOR 'BUILD OVERVIEW',Primary Weapon,Secondary Weapon,Sidearm,,FOR 'BUILD OVERVIEW',Primary,Secondary,Sidearm,,,,,,,,,,,,,,,,,,,
2,RPM,800,"1,000",380,,Headshot Damage:,265%,70%,120%,,Amplified Weapon Damage (Headshot),148%,148%,148%,,,,,,,,,,,,,,,,,,,
3,MAG,42,32,14,,Damage (Normal),"627,560","316,941","666,770",,Amplified WD MINUS Skill Bonus,148%,148%,148%,"Fast Hands Backup (Shotguns adding 1 stack per SHOT, not PELLET):",,,,,,,,,,,,,,,,,,
4,Reload Speed,2.16,2.30,1.63,,Damage (Critical),"866,548","557,444","1,057,740",,Reload Speed,1.66,2.09,1.48,,75.3%,,,,,,,,,,,,,,,,,
,,,,,,Damage (Per Bullet),"627,560","316,941",,,Weapon Damage,103.0%,145.0%,103.0%,,75.3%,,,,,,,,,,,,,,,,,
Stats with Bonuses,,,,,,Damage (Per Critical Hit),"866,548","557,444",,,Magazine Size,42,47,14,,NEW:,,,,,,,,,,,,,,,,,
No.,Stats,Primary Weapon,Secondary Weapon,Sidearm,,Average Shot,"723,155","461,243","823,158",,,HOW TO ADD SYMPHONY HERE?,,,,67.2%,,,,,,,,,,,,,,,,,
1,RPM,800,"1,000",380,,Weapon DPS (Burst),"9,642,066","7,687,377",,,,IS IT CORRECT?,,,,67.2%,,,,,,,,,,,,,,,,,
2,MAG,42,47,14,,Weapon DPS (Sustain),"6,312,432","4,414,336",,,,,,,,,,,,,,,,,,,,,,,,,
3,Reload,1.66,2.09,1.48,,TTK,2.61,5.37,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Damage Per Mag,"30,372,509","21,678,405",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,HH Damage After 1 Kill,"1,412,009","713,118","1,500,233",<<HEADHUNTER HERE NOT USING OPTIMIST,<<< IS BODY SHOT PART CORRECT FOR CRITS????,,,,,,,,,,,,,,,,,,,,,,
1,Weapon Selection,Primary Weapon,Secondary Weapon,Sidearm,,Headhunter Damage (Max),"2,079,466","1,232,937","2,155,848",<<HEADHUNTER HERE NOT USING OPTIMIST,,,,,,,,,,,,,,,,,,,,,,,
2,Base Damage,"57,218","46,735","91,692",,Firepower (Bodyshot),,,,,,,,,,,,,,,,,,,,,,,,,,,
3,RPM,800,"1,000",380,,FOR 'BUILD OVERVIEW',Primary Weapon,Secondary Weapon,Sidearm,,,,,,,,,,,,,,,,,,,,,,,,
4,MAG,42,47,14,,Damage (Normal),"171,934","186,436","303,077",,SWAP DCH AND HH TO USE TO EXPLICIT STATS ON THE RIGHT,,,,,,,,,,,,,,,,,,,,,,
5,Reload Speed,1.66,2.09,1.48,,Damage (Critical),"410,923","426,938","694,047",,,,,,,,,,,,,,,,,,,,,,,,
6,Weapon Damage,103.0%,145.0%,103.0%,,Damage (Per Bullet),"171,934","186,436",,,,,,,,,,,,,,,,,,,,,,,,,
7,Critical Hit Chance,40%,60%,40%,,Damage (Per Critical Hit),"410,923","426,938",,,,,,,,,,,,,,,,,,,,,,,,,
8,Critical Hit Damage,139%,129%,129%,,Average Shot,"267,530","330,737","459,465",,,After 1 Kill crits assume the initial kill shot was also a crit,,,,,,,,,,,,,,,,,,,,,
9,Damage (Normal),"171,934","186,436","303,077",,Weapon DPS (Burst),"3,567,060","5,512,291",,,FOR DISPLAY,Primary Weapon,Secondary Weapon,Sidearm,Critical,,,,,,,,,,,,,,,,,,
10,Damage (Critical),"410,923","426,938","694,047",,Weapon DPS (Sustain),"2,335,270","3,165,333",,,HH Damage After 1 Kill,"956,384","582,612","1,136,540",FALSE,,,,,,,,,,,,,,,,,,
11,Damage (Per Bullet),"171,934","186,436","303,077",,TTK,10.38,6.66,,,Headhunter Damage (Max),"1,623,841","1,102,432","1,792,155",FALSE,,,,,,,,,,,,,,,,,,
12,Damage (Per Critical Hit),"410,923","426,938","694,047",,Damage Per Mag,"11,236,239","15,544,660",,,AVERAGE OPTIMIST HH:,"1,623,841","1,102,432","1,792,155",<<<< Does not factor in higher damage on the first shot of each reload. Also needs to remove all Optimist damage except the first when HOTSHOT is equip,,,,,,,,,,,,,,,,,,
13,Weapon DPS,"3,567,060","5,512,291","2,909,947",,HH Damage After 1 Kill,"956,384","582,612","1,136,540",<<HEADHUNTER HERE NOT USING OPTIMIST,,,,,,,,,,,,,,,,,,,,,,,
14,Turret DMG,"31,039","31,039","31,039",,Headhunter Damage (Max),"1,623,841","1,102,432","1,792,155",<<HEADHUNTER HERE NOT USING OPTIMIST,DCH Normal:,"3,951,353",Crit:,,,,,,,,,,,,,,,,,,,,
15,Drone DMG,"19,399","19,399","19,399",,,,,,,DCH Crit:,"6,268,283",FALSE,BACKUPS:,Pre-PvP Changes:,,,,,,,,,,,,,,,,,,
16,Turret DPS,"395,748","395,748","395,748",,,,,,,Temp for display:,"3,951,353",,HH Damage After 1 Kill,"956,384","956,384",,,,,,,,,,,,,,,,,
17,Drone DPS,"290,980","290,980","290,980",,Weapon Selection,Primary Weapon,Secondary Weapon,Sidearm,,,,,Headhunter Damage (Max),"1,623,841","1,623,841",,,,,,,,,,,,,,,,,
18,Weapon + Skills DPS,"4,253,789","6,199,019","3,596,676",,Average Shot:,"267,530","330,737","459,465",,OPTIMIST + DCH????,,,HH MAX (Simplified),"1,623,841","1,623,841",,,,,,,,,,,,,,,,,
19,Time to Empty Magazine,3.15,2.82,2.21,,Damage Per Mag:,"11,236,239","15,544,660","6,432,515",,,,,HH After 1 Kill (Simplified),"956,384",,,,,,,,,,,,,,,,,,
20,Time to Kill (Weapon),10.38,6.66,13.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Time to Kill (Weapon + Skills),7.58,6.15,11.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Armor on Kill Amount,0.0,0.0,0.0,,Weapon Type For Strained,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Armor on Kill %,0.0%,0.0%,0.0%,,Primary,Exotic,AR,,,,,,,,,,,,,,,,,,,,,,,,,
24,Protection from Elites,0%,0%,0%,,Secondary,SMG,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Fixer Self-Heal Amount,"25,426","25,426","25,426",,Sidearm,Pistol,,,,,,,,,,,,,,,,,,,,,,,,,,
X,Sustain DPS,"2,335,270","3,165,333","1,742,122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strained DPS Calculation,,,,,Perfect Strained DPS Calculation (Cold Relations),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Bullets Fired (Needs Revision for 0 Values),,,,,Number of Bullets Fired,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No.,Time,Primary Weapon,Secondary Weapon,Sidearm,No.,Time,Primary Slot,Secondary Slot,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0s to 0.5s,,8,3,1,0.0s to 0.5s,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.5s to 1.0s,,8,3,2,0.5s to 1.0s,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.0s to 1.5s,,9,3,3,1.0s to 1.5s,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.5s to 2.0s,,8,3,4,1.5s to 2.0s,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2.0s to 2.5s,,8,2,5,2.0s to 2.5s,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2.5s to END,,6,0,6,2.5s to 3.0s,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Bullets Fired × Average Damage,,,,,7,3.0s to 3.5s,,,,,,,,,,,,,,,,,,,,,,,,,,,
No.,Time,Primary Weapon,Secondary Weapon,Sidearm,8,3.5s to 4.0s,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0s to 0.5s,0,"2,645,900","1,378,396",9,4.0s to END,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.5s to 1.0s,0,"2,735,389","1,414,765",Number of Bullets Fired × Average Damage (Cold Relations),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.0s to 1.5s,0,"3,177,988","1,451,135",No.,Time,Primary Slot,Secondary Slot,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.5s to 2.0s,0,"2,914,367","1,487,504",0,0.0s to 0.5s,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
4,2.0s to 2.5s,0,"3,003,857","1,015,915",1,0.5s to 1.0s,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
5,2.5s to END,0,"2,320,010",0,2,1.0s to 1.5s,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
6,Burst DPS,0,"5,956,564","3,052,538",3,1.5s to 2.0s,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
7,Average Shot,0,"484,129","700,018",4,2.0s to 2.5s,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
8,Sustain DPS,0,"4,633,373","2,654,209",5,2.5s to 3.0s,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
For Display,,,,,6,3.0s to 3.5s,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Weapon Selection,Primary Weapon,,,7,3.5s to 4.0s,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2,Base Damage,"57,218",,,8,4.0s to END,0,0,Average Strained Critical Hit Damage Increase,,,,,,,,,,,,,,,,,,,,,,,,
3,RPM,800,,,9,Burst DPS,0,0,Primary Weapon,Secondary Weapon,Sidearm,,,,,,,,,,,,,,,,,,,,,,
4,MAG,42,,,10,Average Shot,0,0,0.0%,23.8%,18.6%,,,,,,,,,,,,,,,,,,,,,,
5,Reload Speed,1.66,,,11,Sustain DPS,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
6,Weapon Damage,103%,,,,,,,,Strained DPS Calculation (Headshot),,,,,,,,,,,,,,,,,,,,,,,
7,Critical Hit Chance,40%,,,,,,,,Number of Bullets Fired (Needs Revision for 0 Values),,,,,,,,,,,,,,,,,,,,,,,
8,Critical Hit Damage,139%,,,Shots to Kill,Primary Weapon,Secondary Weapon,Sidearm,,Number of Bullets Fired × Average Damage,,,,,,,,,,,,,,,,,,,,,,,
9,Damage (Normal),"171,934",,,Headshots to Kill,35,55,31,,No.,Time,Primary Weapon,Secondary Weapon,,,,,,,,,,,,,,,,,,,,
10,Damage (Critical),"410,923",,,Bodyshots to Kill,95,77,55,,0,0.0s to 0.5s,0,"3,689,941",,,,,,,,,,,,,,,,,,,,
11,Damage (Per Bullet),"171,934",Number of Bullets Landed,1,,,Optimist shot position:,11,,1,0.5s to 1.0s,0,"3,779,430",,,,,,,,,,,,,,,,,,,,
12,Damage (Per Critical Hit),"410,923",,,,,,,,2,1.0s to 1.5s,0,"4,352,535",,,,,,,,,,,,,,,,,,,,
13,Weapon DPS,"3,567,060",,,,Removing Hotshot from 1st shot,,,,3,1.5s to 2.0s,0,"3,958,409",,,,,,,,,,,,,,,,,,,,
14,Turret DMG,"31,039",,,,,"488,538",,,,2.0s to 2.5s,0,"3,689,941",,,,,,,,,,,,,,,,,,,,
15,Drone DMG,"19,399",,,,Target:,"8,249,756",,,5,2.5s to END,0,"3,103,041",,,,,,,,,,,,,,,,,,,,
16,Turret DPS,"395,748",Shots to Kill,95,,,,,,6,Burst DPS,0,"8,004,715",,,,,,,,,,,,,,,,,,,,
17,Drone DPS,"290,980",Average Shot:,"267,530",,,,,,7,Average Shot,0,"480,283",,,,,,,,,,,,,,,,,,,,
18,Weapon + Skills DPS,"4,253,789",Damage Per Mag,"11,236,239",,,,,,8,Sustain DPS,0,"4,596,562",,,,,,,,,,,,,,,,,,,,
19,Time to Empty Magazine,3.15,Time to Empty Mag,3.15,3.15s,,,,,Perfect Strained DPS Calculation (Cold Relations) (Headshot),,,,,,,,,,,,,,,,,,,,,,,
20,Time to Kill (Weapon),10.38 s,HH After 1 Kill (Normal),"956,384",,,,,,Number of Bullets Fired,,,,,,,,,,,,,,,,,,,,,,,
21,Time to Kill (Weapon + Skills),7.58,HH Max Damage (Normal),"1,623,841",,,,,,Number of Bullets Fired × Average Damage,,,,,,,,,,,,,,,,,,,,,,,
22,Armor on Kill Amount,0,,,,,,,,No.,Time,Primary Slot,Secondary Slot,,,,,,,,,,,,,,,,,,,,
23,Armor on Kill %,0.0%,,,,,,,,0,0.0s to 0.5s,0,0,,,,,,,,,,,,,,,,,,,,
24,Protection from Elites,0%,,,,,,,,1,0.5s to 1.0s,0,0,,,,,,,,,,,,,,,,,,,,
25,Max Armor,"2,118,979",,,,,,,,2,1.0s to 1.5s,0,0,,,,,,,,,,,,,,,,,,,,
26,Total Armor Regen HP/s,"62,824",,,,,,,,3,1.5s to 2.0s,0,0,,,,,,,,,,,,,,,,,,,,
27,Effective Armor Regen %,2.96%,,,,,,,,4,2.0s to 2.5s,0,0,,,,,,,,,,,,,,,,,,,,
28,100% Armor Recovery Time,34.00 s,,,,,,,,5,2.5s to 3.0s,0,0,,,,,,,,,,,,,,,,,,,,
29,100% Armor Recovery Time,34.00 s,,,,,,,,6,3.0s to 3.5s,0,0,,,,,,,,,,,,,,,,,,,,
X,Sustain DPS,"2,335,270",,,,,,,,7,3.5s to 4.0s,0,0,,,,,,,,,,,,,,,,,,,,
,Armor Condition,With Armor,Health Only,,,,,,,8,4.0s to END,0,0,,,,,,,,,,,,,,,,,,,,
,Cover Condition,Out of Cover,In Cover,,,,,,,9,Burst DPS,0,0,,,,,,,,,,,,,,,,,,,,
,Hit Location,Headshot,Bodyshot,,,,,,,10,Average Shot,0,0,,,,,,,,,,,,,,,,,,,,
,Overcharge Status,No Overcharge,Overcharge Active,,,,,,,11,Sustain DPS,0,0,,,,,,,,,,,,,,,,,,,,
,,Primary Weapon,Secondary Weapon,Sidearm,,,,,,Strained DPS Calculation (Bodyshot),,,,,,,,,,,,,,,,,,,,,,,
,Headshot Damage Effect,0,0,0,,,,,,Number of Bullets Fired (Needs Revision for 0 Values),,,,,,,,,,,,,,,,,,,,,,,
,Health Damage Effect,0,0,0,,,,,,Number of Bullets Fired × Average Damage,,,,,,,,,,,,,,,,,,,,,,,
,Damage to Armor Effect,1,1,1,,,,,,No.,Time,Primary Weapon,Secondary Weapon,,,,,,,,,,,,,,,,,,,,
,DMG Out of Cover Effect,1,1,1,,,,,,0,0.0s to 0.5s,0,"2,645,900",,,,,,,,,,,,,,,,,,,,
,Number of Bullets Landed,1,1,1,,,,,,1,0.5s to 1.0s,0,"2,735,389",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2,1.0s to 1.5s,0,"3,177,988",,,,,,,,,,,,,,,,,,,,
,Time,Elite HP Amount,TEMP - Health for 'Shots to Kill',,,,,,,3,1.5s to 2.0s,0,"2,914,367",,,,,,,,,,,,,,,,,,,,
,Heroic (Solo),"9,894,612","2,827,032",,,,,,,4,2.0s to 2.5s,0,"3,003,857",,,,,,,,,,,,,,,,,,,,
,Heroic (4-Man),"16,905,652","4,890,766",,,,,,,5,2.5s to END,0,"2,320,010",,,,,,,,,,,,,,,,,,,,
,Legendary (Solo),"14,752,329","3,105,753",,,,,,,6,Burst DPS,0,"5,956,564",,,,,,,,,,,,,,,,,,,,
,Legendary (4-Man),"25,172,132","5,372,952",,,,,,,7,Average Shot,0,"357,394",,,,,,,,,,,,,,,,,,,,
,Dark Zone (PvP),"3,330,990",,,,,,,,8,Sustain DPS,0,"3,420,448",,,,,,,,,,,,,,,,,,,,
,Conflict (PvP),"1,859,954",,,,,,,,Perfect Strained DPS Calculation (Cold Relations) (Bodyshot),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Number of Bullets Fired,,,,,,,,,,,,,,,,,,,,,,,
,Base Armor Value,,,,,,,,,Number of Bullets Fired × Average Damage,,,,,,,,,,,,,,,,,,,,,,,
,Slot,Base Value,Value Including Expertise,,Skill Tier Icons Determiner,,,,,No.,Time,Primary Slot,Secondary Slot,,,,,,,,,,,,,,,,,,,,
,Mask,"80,297","90,735.6",,Don't Touch! (1),Don't Touch! (2),Don't Touch! (Deflector),,,0,0.0s to 0.5s,0,0,,,,,,,,,,,,,,,,,,,,
,Chest,"157,961","178,495.9",,,,Armor Core,,,1,0.5s to 1.0s,0,0,,,,,,,,,,,,,,,,,,,,
,Holster,"111,889","126,434.6",,,,Armor Core,,,2,1.0s to 1.5s,0,0,,,,,,,,,,,,,,,,,,,,
,Backpack,"130,844","147,853.7",,,,Armor Core,,,3,1.5s to 2.0s,0,0,,,,,,,,,,,,,,,,,,,,
,Gloves,"80,297","90,735.6",,,,Armor Core,,,4,2.0s to 2.5s,0,0,,,,,,,,,,,,,,,,,,,,
,Kneepads,"98,726","111,560.4",,,,Armor Core,,,5,2.5s to 3.0s,0,0,,,,,,,,,,,,,,,,,,,,
,Total Base Armor,"660,014","745,815.8",,,,Armor Core,,,6,3.0s to 3.5s,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7,3.5s to 4.0s,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8,4.0s to END,0,0,,,,,,,,,,,,,,,,,,,,
,Skill Tiers Cores Check,Skill Tier Icons,Armor Core Icons,Overcharge Icons,Skill 1 Shield Cores?,Skill 2 Shield Cores?,,,,9,Burst DPS,0,0,,,,,,,,,,,,,,,,,,,,
,0,,Armor Core,,,,,,,10,Average Shot,0,0,,,,,,,,,,,,,,,,,,,,
,0,,Armor Core,,,,,,,11,Sustain DPS,0,0,,,,,,,,,,,,,,,,,,,,
,0,,Armor Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,Armor Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,Armor Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,Armor Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MY OWN HP TESTING,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,FALSE,SKILL 1,,Scaling,Grunt (?) HP Amount,Standard Veteran Total HP Amount,Veteran Armour Amount,Elite Total HP Amount,Elite Armour Amount,Named Total HP Amount,Named Armor Amount,,,,,,,,,,,,,,,,
,,,,,,,FALSE,SKILL 2,,Heroic (Solo),"2,827,032","6,360,822","3,533,790","9,894,612","7,067,580","19,789,226","16,962,194",,,,,,,,,,,,,,,,
,Armor Core,Armor Core,Armor Core,Armor Core,Armor Core,Armor Core,,DEFLECTOR,,Heroic (Duo),"3,392,438","7,632,986",,"12,580,292",,"27,648,374","24,253,077",,,,,,,,,,,,,,,,
,,,,,,,,,,Heroic (Trio),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Heroic (Squad),,,,"16,905,652",,,,,,,,,,,,,,,,,,,
